PO_ID,Supplier,Order_Date,Delivery_Date,Item_Category,Order_Status,Quantity,Unit_Price,Negotiated_Price,Defective_Units,Compliance,Expected_Spend,Total_Spend,Savings_per_Order,Defect_Rate,Lead_time
PO-00644,Delta_Logistics,2023-05-12,2023-05-18,raw materials,Cancelled,523,102.08,99.59,0.0,Yes,53387.84,52085.57,1302.2699999999968,0.0,6.0
PO-00645,Epsilon_Group,2023-10-04,2023-10-23,electronics,Pending,481,90.49,77.17,0.0,Yes,43525.689999999995,37118.770000000004,6406.919999999991,0.0,19.0
PO-00646,Gamma_Co,2022-09-02,2022-09-09,office supplies,Delivered,390,103.81,100.12,20.0,Yes,40485.9,39046.8,1439.0999999999985,5.128205128205128,7.0
PO-00647,Epsilon_Group,2022-10-09,2022-10-25,packaging,Delivered,600,43.43,38.76,22.0,Yes,26058.0,23256.0,2802.0,3.6666666666666665,16.0
PO-00648,Delta_Logistics,2023-03-27,,office supplies,Delivered,1685,84.58,75.21,253.0,No,142517.3,126728.84999999999,15788.449999999997,15.014836795252226,
PO-00649,Epsilon_Group,2022-03-21,2022-03-31,packaging,Cancelled,1362,46.64,42.85,33.0,Yes,63523.68,58361.700000000004,5161.979999999996,2.4229074889867843,10.0
PO-00650,Delta_Logistics,2024-01-01,2024-01-04,electronics,Pending,1327,59.57,56.44,169.0,Yes,79049.39,74895.87999999999,4153.510000000009,12.735493594574226,3.0
PO-00651,Epsilon_Group,2022-10-20,,mro,Delivered,1807,69.47,60.0,50.0,Yes,125532.29,108420.0,17112.289999999994,2.7670171555063643,
PO-00652,Alpha_Inc,2022-08-29,2022-09-06,office supplies,Pending,406,91.73,89.13,0.0,Yes,37242.380000000005,36186.78,1055.6000000000058,0.0,8.0
PO-00653,Gamma_Co,2022-10-06,2022-10-18,raw materials,Partially delivered,72,103.0,89.49,1.0,No,7416.0,6443.28,972.7200000000003,1.3888888888888888,12.0
PO-00654,Gamma_Co,2022-12-10,2022-12-20,office supplies,Delivered,1835,83.5,82.36,85.0,No,153222.5,151130.6,2091.899999999994,4.632152588555858,10.0
PO-00655,Delta_Logistics,2022-11-24,2022-12-10,electronics,Pending,571,49.98,45.58,0.0,No,28538.579999999998,26026.18,2512.399999999998,0.0,16.0
PO-00656,Epsilon_Group,2023-07-08,2023-07-09,packaging,Delivered,1831,52.24,50.44,60.0,Yes,95651.44,92355.64,3295.800000000003,3.2768978700163847,1.0
PO-00657,Beta_Supplies,2022-03-24,2022-04-07,office supplies,Pending,1910,77.15,68.49,170.0,Yes,147356.5,130815.9,16540.600000000006,8.900523560209423,14.0
PO-00658,Gamma_Co,2022-05-22,2022-05-31,electronics,Partially delivered,1173,32.12,29.18,0.0,Yes,37676.759999999995,34228.14,3448.6199999999953,0.0,9.0
PO-00659,Epsilon_Group,2022-06-04,2022-06-17,packaging,Partially delivered,851,20.44,19.22,22.0,Yes,17394.440000000002,16356.22,1038.220000000003,2.5851938895417157,13.0
PO-00660,Epsilon_Group,2022-08-25,2022-09-07,mro,Cancelled,1253,43.38,38.01,34.0,Yes,54355.14000000001,47626.53,6728.610000000008,2.713487629688747,13.0
PO-00661,Alpha_Inc,2023-01-28,2023-02-15,electronics,Delivered,1296,38.0,33.42,33.0,Yes,49248.0,43312.32,5935.68,2.5462962962962963,18.0
PO-00662,Beta_Supplies,2023-12-12,2023-12-30,raw materials,Delivered,1979,40.88,39.46,221.0,Yes,80901.52,78091.34,2810.1800000000076,11.167256189994946,18.0
PO-00663,Gamma_Co,2022-06-06,2022-06-19,office supplies,Delivered,811,31.8,30.33,58.0,Yes,25789.8,24597.629999999997,1192.170000000002,7.151664611590629,13.0
PO-00664,Alpha_Inc,2023-12-25,2024-01-12,electronics,Delivered,1732,15.37,14.7,38.0,Yes,26620.84,25460.399999999998,1160.4400000000023,2.1939953810623556,18.0
PO-00665,Beta_Supplies,2022-08-08,2022-08-28,packaging,Delivered,491,12.01,11.67,47.0,Yes,5896.91,5729.97,166.9399999999996,9.572301425661914,20.0
PO-00666,Gamma_Co,2022-03-07,2022-03-11,packaging,Cancelled,1681,99.88,96.38,90.0,Yes,167898.28,162014.78,5883.5,5.353955978584176,4.0
PO-00667,Alpha_Inc,2023-03-01,2023-03-05,raw materials,Partially delivered,818,51.89,47.85,12.0,Yes,42446.020000000004,39141.3,3304.720000000001,1.466992665036675,4.0
PO-00668,Beta_Supplies,2023-02-22,2023-03-05,office supplies,Delivered,1065,47.49,41.42,113.0,Yes,50576.85,44112.3,6464.549999999996,10.610328638497652,11.0
PO-00669,Gamma_Co,2022-12-05,2022-12-17,packaging,Delivered,1398,75.08,67.09,57.0,Yes,104961.84,93791.82,11170.01999999999,4.07725321888412,12.0
PO-00670,Beta_Supplies,2023-07-10,2023-07-17,packaging,Delivered,565,32.31,29.76,60.0,Yes,18255.15,16814.4,1440.75,10.619469026548673,7.0
PO-00671,Epsilon_Group,2023-04-23,2023-05-06,packaging,Pending,1089,102.66,89.21,33.0,Yes,111796.73999999999,97149.68999999999,14647.050000000003,3.0303030303030303,13.0
PO-00672,Delta_Logistics,2023-03-02,2023-03-04,electronics,Delivered,841,86.43,83.77,125.0,No,72687.63,70450.56999999999,2237.060000000012,14.863258026159334,2.0
PO-00673,Delta_Logistics,2022-03-05,2022-03-16,electronics,Delivered,385,18.23,17.74,0.0,Yes,7018.55,6829.9,188.65000000000055,0.0,11.0
PO-00674,Epsilon_Group,2022-07-31,2022-08-17,office supplies,Delivered,1832,49.01,41.86,52.0,Yes,89786.31999999999,76687.52,13098.799999999988,2.8384279475982535,17.0
PO-00675,Beta_Supplies,2023-03-07,2023-03-27,raw materials,Delivered,307,95.36,83.63,29.0,Yes,29275.52,25674.41,3601.1100000000006,9.446254071661238,20.0
PO-00676,Epsilon_Group,2023-02-03,2023-02-08,office supplies,Delivered,546,101.2,97.82,21.0,Yes,55255.200000000004,53409.719999999994,1845.4800000000105,3.8461538461538463,5.0
PO-00677,Delta_Logistics,2023-08-22,2023-09-11,raw materials,Delivered,945,57.01,55.14,147.0,No,53874.45,52107.3,1767.1499999999942,15.555555555555555,20.0
PO-00678,Delta_Logistics,2023-12-14,2023-12-27,mro,Pending,209,72.71,64.34,39.0,Yes,15196.39,13447.060000000001,1749.329999999998,18.660287081339714,13.0
PO-00679,Beta_Supplies,2022-01-21,,packaging,Delivered,1548,25.03,22.87,0.0,Yes,38746.44,35402.76,3343.6800000000003,0.0,
PO-00680,Delta_Logistics,2023-08-13,2023-08-23,raw materials,Delivered,901,108.63,106.3,141.0,Yes,97875.62999999999,95776.3,2099.329999999987,15.64927857935627,10.0
PO-00681,Epsilon_Group,2023-01-25,2023-02-11,packaging,Delivered,1737,32.7,31.02,48.0,Yes,56799.9,53881.74,2918.1600000000035,2.763385146804836,17.0
PO-00682,Beta_Supplies,2023-05-04,2023-05-22,raw materials,Delivered,1981,102.43,90.99,204.0,Yes,202913.83000000002,180251.19,22662.640000000014,10.297829379101465,18.0
PO-00683,Epsilon_Group,2022-01-07,2022-01-26,mro,Pending,739,68.47,66.09,19.0,Yes,50599.33,48840.51,1758.8199999999997,2.571041948579161,19.0
PO-00684,Beta_Supplies,2022-12-27,2022-12-28,raw materials,Delivered,1748,68.25,62.84,171.0,Yes,119301.0,109844.32,9456.679999999993,9.782608695652174,1.0
PO-00685,Delta_Logistics,2022-11-02,2022-11-06,office supplies,Cancelled,429,58.95,55.35,59.0,No,25289.550000000003,23745.15,1544.4000000000015,13.752913752913754,4.0
PO-00686,Gamma_Co,2023-02-04,,electronics,Delivered,1618,32.76,28.41,62.0,Yes,53005.68,45967.38,7038.300000000003,3.8318912237330034,
PO-00687,Beta_Supplies,2023-03-06,2023-03-07,packaging,Delivered,1006,27.7,23.66,101.0,No,27866.2,23801.96,4064.2400000000016,10.03976143141153,1.0
PO-00688,Beta_Supplies,2023-07-06,2023-07-15,electronics,Partially delivered,740,32.53,29.35,84.0,Yes,24072.2,21719.0,2353.2000000000007,11.351351351351353,9.0
PO-00689,Gamma_Co,2023-07-14,,raw materials,Delivered,1500,29.19,27.24,72.0,Yes,43785.0,40860.0,2925.0,4.8,
PO-00690,Delta_Logistics,2023-09-10,2023-09-29,office supplies,Cancelled,1686,88.18,77.15,0.0,Yes,148671.48,130074.90000000001,18596.58,0.0,19.0
PO-00691,Epsilon_Group,2022-08-14,2022-08-16,raw materials,Cancelled,1341,42.96,41.75,39.0,Yes,57609.36,55986.75,1622.6100000000006,2.9082774049217,2.0
PO-00692,Alpha_Inc,2023-05-15,2023-05-21,mro,Cancelled,1908,16.42,15.31,36.0,Yes,31329.360000000004,29211.48,2117.8800000000047,1.8867924528301887,6.0
PO-00693,Gamma_Co,2022-08-13,2022-09-02,mro,Partially delivered,1650,100.62,90.45,85.0,Yes,166023.0,149242.5,16780.5,5.151515151515151,20.0
PO-00694,Alpha_Inc,2022-10-07,2022-10-20,mro,Delivered,1490,93.57,81.68,29.0,Yes,139419.3,121703.20000000001,17716.099999999977,1.9463087248322148,13.0
PO-00695,Delta_Logistics,2023-03-23,2023-03-31,raw materials,Delivered,1241,100.04,97.56,187.0,Yes,124149.64000000001,121071.96,3077.6800000000076,15.068493150684931,8.0
PO-00696,Beta_Supplies,2023-05-13,2023-05-17,mro,Delivered,1915,107.51,102.66,184.0,Yes,205881.65000000002,196593.9,9287.75000000003,9.608355091383812,4.0
PO-00697,Beta_Supplies,2022-01-30,2022-02-14,raw materials,Delivered,1116,25.65,24.28,121.0,Yes,28625.399999999998,27096.48,1528.9199999999983,10.842293906810035,15.0
PO-00698,Delta_Logistics,2023-02-03,2023-02-08,raw materials,Delivered,1629,48.63,43.28,260.0,Yes,79218.27,70503.12,8715.150000000009,15.960712093308778,5.0
PO-00699,Epsilon_Group,2022-12-11,2022-12-18,office supplies,Delivered,334,82.54,74.63,0.0,Yes,27568.36,24926.42,2641.9400000000023,0.0,7.0
PO-00700,Epsilon_Group,2023-11-16,2023-12-06,packaging,Delivered,446,80.63,70.37,0.0,Yes,35960.979999999996,31385.02,4575.9599999999955,0.0,20.0
PO-00701,Delta_Logistics,2023-11-27,,electronics,Delivered,61,26.47,24.62,6.0,Yes,1614.6699999999998,1501.8200000000002,112.84999999999968,9.836065573770492,
PO-00702,Delta_Logistics,2023-02-19,2023-02-21,packaging,Delivered,1680,88.85,87.53,0.0,Yes,149268.0,147050.4,2217.600000000006,0.0,2.0
PO-00703,Delta_Logistics,2022-06-19,2022-07-06,electronics,Delivered,1375,30.95,30.02,223.0,Yes,42556.25,41277.5,1278.75,16.21818181818182,17.0
PO-00704,Delta_Logistics,2023-04-24,2023-05-05,electronics,Partially delivered,1971,32.4,30.48,321.0,Yes,63860.399999999994,60076.08,3784.3199999999924,16.28614916286149,11.0
PO-00705,Delta_Logistics,2022-05-11,,raw materials,Pending,1326,59.49,56.21,0.0,Yes,78883.74,74534.46,4349.279999999999,0.0,
PO-00706,Delta_Logistics,2023-09-30,2023-10-13,mro,Cancelled,548,69.7,61.87,90.0,Yes,38195.6,33904.76,4290.8399999999965,16.423357664233578,13.0
PO-00707,Beta_Supplies,2023-07-01,2023-07-07,mro,Delivered,803,67.81,61.53,78.0,Yes,54451.43,49408.590000000004,5042.8399999999965,9.71357409713574,6.0
PO-00708,Alpha_Inc,2022-01-28,2022-02-15,mro,Delivered,84,18.23,15.55,0.0,Yes,1531.32,1306.2,225.1199999999999,0.0,18.0
PO-00709,Epsilon_Group,2023-02-08,2023-02-20,packaging,Delivered,776,94.75,90.89,19.0,Yes,73526.0,70530.64,2995.3600000000006,2.448453608247423,12.0
PO-00710,Alpha_Inc,2023-08-30,2023-09-08,mro,Delivered,898,37.12,35.54,18.0,No,33333.759999999995,31914.92,1418.8399999999965,2.0044543429844097,9.0
PO-00711,Beta_Supplies,2023-08-01,2023-08-08,office supplies,Cancelled,139,23.71,20.18,14.0,Yes,3295.69,2805.02,490.6700000000001,10.071942446043165,7.0
PO-00712,Gamma_Co,2023-11-10,,raw materials,Delivered,825,99.89,97.65,30.0,Yes,82409.25,80561.25,1848.0,3.6363636363636362,
PO-00713,Alpha_Inc,2022-01-28,2022-02-07,mro,Delivered,654,96.01,90.31,10.0,Yes,62790.54,59062.74,3727.800000000003,1.529051987767584,10.0
PO-00714,Gamma_Co,2022-03-27,2022-04-06,mro,Delivered,1995,88.47,82.65,87.0,No,176497.65,164886.75,11610.899999999994,4.360902255639098,10.0
PO-00715,Beta_Supplies,2023-10-21,2023-10-28,mro,Delivered,1019,91.56,77.93,111.0,No,93299.64,79410.67000000001,13888.969999999987,10.893032384690873,7.0
PO-00716,Epsilon_Group,2023-03-15,2023-03-31,packaging,Pending,1675,73.8,65.34,42.0,Yes,123615.0,109444.5,14170.5,2.5074626865671643,16.0
PO-00717,Gamma_Co,2022-05-19,2022-05-31,raw materials,Pending,1071,60.77,58.5,0.0,Yes,65084.670000000006,62653.5,2431.1700000000055,0.0,12.0
PO-00718,Beta_Supplies,2023-04-18,2023-04-27,office supplies,Delivered,467,19.17,17.11,49.0,Yes,8952.390000000001,7990.37,962.0200000000013,10.492505353319057,9.0
PO-00719,Delta_Logistics,2022-07-06,2022-07-25,mro,Pending,164,48.16,47.46,27.0,Yes,7898.24,7783.4400000000005,114.79999999999927,16.463414634146343,19.0
PO-00720,Epsilon_Group,2022-02-21,2022-03-06,electronics,Cancelled,666,43.76,41.13,18.0,Yes,29144.16,27392.58,1751.579999999998,2.7027027027027026,13.0
PO-00721,Delta_Logistics,2022-09-24,2022-10-07,packaging,Partially delivered,1976,34.71,31.56,286.0,No,68586.96,62362.56,6224.400000000009,14.473684210526317,13.0
PO-00722,Epsilon_Group,2023-01-24,2023-01-29,mro,Delivered,1269,79.61,71.86,47.0,Yes,101025.09,91190.34,9834.75,3.7037037037037033,5.0
PO-00723,Epsilon_Group,2022-12-02,2022-12-12,mro,Delivered,875,57.63,51.8,16.0,Yes,50426.25,45325.0,5101.25,1.8285714285714287,10.0
PO-00724,Alpha_Inc,2022-08-05,,packaging,Partially delivered,1574,17.9,15.85,31.0,Yes,28174.6,24947.899999999998,3226.7000000000007,1.9695044472681067,
PO-00725,Epsilon_Group,2023-04-11,2023-04-26,office supplies,Partially delivered,1699,32.05,29.34,69.0,Yes,54452.95,49848.659999999996,4604.290000000001,4.061212477928193,15.0
PO-00726,Alpha_Inc,2022-12-01,2022-12-17,electronics,Delivered,1566,75.43,71.27,27.0,Yes,118123.38,111608.81999999999,6514.560000000012,1.7241379310344827,16.0
PO-00727,Gamma_Co,2022-12-12,2022-12-30,electronics,Delivered,1148,17.78,17.16,61.0,Yes,20411.440000000002,19699.68,711.760000000002,5.313588850174216,18.0
PO-00728,Epsilon_Group,2023-01-24,2023-02-11,office supplies,Delivered,462,91.81,83.14,11.0,Yes,42416.22,38410.68,4005.540000000001,2.380952380952381,18.0
PO-00729,Gamma_Co,2022-10-12,2022-10-17,packaging,Delivered,1449,57.02,49.28,71.0,Yes,82621.98000000001,71406.72,11215.26000000001,4.899930986887509,5.0
PO-00730,Epsilon_Group,2023-03-08,2023-03-27,mro,Delivered,1493,56.98,52.51,43.0,Yes,85071.14,78397.43,6673.710000000006,2.8801071667782985,19.0
PO-00731,Alpha_Inc,2022-09-16,2022-09-18,office supplies,Delivered,778,65.85,62.08,0.0,No,51231.299999999996,48298.24,2933.0599999999977,0.0,2.0
PO-00732,Delta_Logistics,2022-03-25,2022-04-11,packaging,Partially delivered,1350,85.06,82.34,0.0,No,114831.0,111159.0,3672.0,0.0,17.0
PO-00733,Epsilon_Group,2023-04-27,2023-05-05,packaging,Delivered,1070,44.4,40.07,26.0,Yes,47508.0,42874.9,4633.0999999999985,2.4299065420560746,8.0
PO-00734,Beta_Supplies,2022-01-20,2022-02-03,packaging,Pending,810,71.02,66.8,73.0,Yes,57526.2,54108.0,3418.199999999997,9.012345679012345,14.0
PO-00735,Delta_Logistics,2023-07-07,2023-07-23,packaging,Cancelled,725,66.4,62.1,118.0,Yes,48140.00000000001,45022.5,3117.5000000000073,16.275862068965516,16.0
PO-00736,Alpha_Inc,2022-02-23,2022-02-28,electronics,Delivered,1467,34.2,30.5,25.0,Yes,50171.4,44743.5,5427.9000000000015,1.7041581458759374,5.0
PO-00737,Beta_Supplies,2022-12-25,2023-01-12,packaging,Delivered,1942,93.98,81.31,198.0,Yes,182509.16,157904.02000000002,24605.139999999985,10.1956745623069,18.0
PO-00738,Gamma_Co,2022-08-18,,office supplies,Delivered,506,84.63,72.69,20.0,Yes,42822.78,36781.14,6041.639999999999,3.9525691699604746,
PO-00739,Alpha_Inc,2023-10-28,2023-11-13,mro,Delivered,969,76.53,75.64,30.0,Yes,74157.57,73295.16,862.4100000000035,3.0959752321981426,16.0
PO-00740,Delta_Logistics,2022-03-12,2022-03-19,mro,Delivered,241,87.42,82.15,0.0,Yes,21068.22,19798.15,1270.0699999999997,0.0,7.0
PO-00741,Gamma_Co,2023-10-30,2023-11-09,raw materials,Delivered,788,97.3,94.44,32.0,Yes,76672.4,74418.72,2253.679999999993,4.060913705583756,10.0
PO-00742,Gamma_Co,2022-02-11,2022-02-13,office supplies,Delivered,1762,74.12,65.71,94.0,Yes,130599.44,115781.01999999999,14818.420000000013,5.334846765039727,2.0
PO-00743,Alpha_Inc,2022-02-01,,raw materials,Pending,1172,85.76,81.43,25.0,Yes,100510.72,95435.96,5074.759999999995,2.1331058020477816,
PO-00744,Delta_Logistics,2022-09-11,2022-09-30,office supplies,Delivered,1621,75.68,73.78,226.0,No,122677.28000000001,119597.38,3079.9000000000087,13.942011104256633,19.0
PO-00745,Alpha_Inc,2022-07-24,2022-07-26,packaging,Delivered,1027,73.35,65.42,24.0,No,75330.45,67186.34,8144.110000000001,2.3369036027263874,2.0
PO-00746,Beta_Supplies,2022-01-21,,raw materials,Delivered,1058,65.68,57.21,101.0,Yes,69489.44,60528.18,8961.260000000002,9.546313799621927,
PO-00747,Beta_Supplies,2023-09-29,2023-10-05,packaging,Delivered,145,85.52,81.86,11.0,No,12400.4,11869.7,530.6999999999989,7.586206896551724,6.0
PO-00748,Epsilon_Group,2022-06-06,,office supplies,Delivered,1737,24.88,24.28,46.0,Yes,43216.56,42174.36,1042.199999999997,2.648244099021301,
PO-00749,Gamma_Co,2022-09-02,2022-09-15,electronics,Delivered,712,92.85,89.39,43.0,Yes,66109.2,63645.68,2463.519999999997,6.03932584269663,13.0
PO-00750,Epsilon_Group,2022-05-10,2022-05-16,electronics,Delivered,1263,90.24,86.84,28.0,Yes,113973.12,109678.92,4294.199999999997,2.2169437846397466,6.0
PO-00751,Delta_Logistics,2023-04-30,,electronics,Delivered,1809,13.58,12.68,0.0,No,24566.22,22938.12,1628.1000000000022,0.0,
PO-00752,Beta_Supplies,2023-11-17,,electronics,Cancelled,86,93.6,88.22,5.0,Yes,8049.599999999999,7586.92,462.6799999999994,5.813953488372093,
PO-00753,Epsilon_Group,2022-04-28,,mro,Delivered,1853,21.92,20.72,0.0,Yes,40617.76,38394.159999999996,2223.600000000006,0.0,
PO-00754,Beta_Supplies,2023-08-01,2023-08-02,electronics,Delivered,1442,43.98,41.82,140.0,No,63419.159999999996,60304.44,3114.719999999994,9.70873786407767,1.0
PO-00755,Beta_Supplies,2022-08-12,2022-09-01,office supplies,Pending,1768,79.61,74.97,207.0,No,140750.48,132546.96,8203.520000000019,11.70814479638009,20.0
PO-00756,Beta_Supplies,2023-04-22,2023-05-03,electronics,Partially delivered,1598,26.3,26.03,154.0,No,42027.4,41595.94,431.4599999999991,9.637046307884855,11.0
PO-00757,Alpha_Inc,2023-12-18,2024-01-05,mro,Cancelled,328,93.23,82.63,6.0,Yes,30579.440000000002,27102.64,3476.800000000003,1.8292682926829267,18.0
PO-00758,Epsilon_Group,2022-09-20,2022-09-25,packaging,Delivered,266,88.29,80.22,4.0,Yes,23485.140000000003,21338.52,2146.6200000000026,1.5037593984962405,5.0
PO-00759,Gamma_Co,2023-01-13,2023-01-28,raw materials,Delivered,916,59.01,53.37,47.0,Yes,54053.159999999996,48886.92,5166.239999999998,5.131004366812228,15.0
PO-00760,Epsilon_Group,2022-06-21,2022-06-25,packaging,Cancelled,922,10.84,9.27,29.0,Yes,9994.48,8546.94,1447.539999999999,3.14533622559653,4.0
PO-00761,Gamma_Co,2023-09-13,2023-09-28,packaging,Delivered,1871,39.42,37.41,101.0,No,73754.82,69994.11,3760.7100000000064,5.398182789951898,15.0
PO-00762,Epsilon_Group,2023-09-14,2023-09-20,raw materials,Delivered,1346,72.08,67.04,38.0,Yes,97019.68,90235.84000000001,6783.839999999982,2.823179791976226,6.0
PO-00763,Epsilon_Group,2022-04-28,2022-05-09,electronics,Delivered,1954,99.78,87.47,57.0,Yes,194970.12,170916.38,24053.73999999999,2.9170931422722624,11.0
PO-00764,Beta_Supplies,2022-06-17,2022-07-06,electronics,Delivered,111,68.53,65.22,11.0,Yes,7606.83,7239.42,367.40999999999985,9.90990990990991,19.0
PO-00765,Gamma_Co,2022-11-15,2022-11-22,office supplies,Pending,645,35.05,30.88,27.0,Yes,22607.249999999996,19917.6,2689.649999999998,4.186046511627907,7.0
PO-00766,Gamma_Co,2022-04-21,2022-05-04,electronics,Cancelled,1953,68.07,62.95,87.0,Yes,132940.71,122941.35,9999.359999999986,4.45468509984639,13.0
PO-00767,Gamma_Co,2023-08-16,2023-09-02,electronics,Delivered,778,64.17,61.6,47.0,Yes,49924.26,47924.8,1999.4599999999991,6.041131105398458,17.0
PO-00768,Epsilon_Group,2022-01-27,2022-02-09,office supplies,Delivered,1415,80.19,78.34,0.0,Yes,113468.84999999999,110851.1,2617.7499999999854,0.0,13.0
PO-00769,Gamma_Co,2022-11-16,2022-11-22,raw materials,Delivered,446,20.61,19.46,14.0,Yes,9192.06,8679.16,512.8999999999996,3.1390134529147984,6.0
PO-00770,Epsilon_Group,2023-08-13,,office supplies,Delivered,748,85.95,79.16,32.0,Yes,64290.6,59211.68,5078.919999999998,4.27807486631016,
PO-00771,Alpha_Inc,2023-11-25,2023-12-03,electronics,Pending,1092,65.17,63.11,21.0,Yes,71165.64,68916.12,2249.520000000004,1.9230769230769231,8.0
PO-00772,Beta_Supplies,2023-01-20,2023-02-02,electronics,Delivered,226,102.47,99.16,28.0,Yes,23158.22,22410.16,748.0600000000013,12.389380530973451,13.0
PO-00773,Delta_Logistics,2023-02-11,2023-02-20,electronics,Delivered,1685,43.42,42.24,262.0,Yes,73162.7,71174.40000000001,1988.2999999999884,15.548961424332344,9.0
PO-00774,Alpha_Inc,2022-07-23,,office supplies,Delivered,445,68.94,60.35,7.0,Yes,30678.3,26855.75,3822.5499999999993,1.5730337078651686,
PO-00775,Gamma_Co,2022-03-19,2022-04-07,raw materials,Delivered,494,94.82,81.89,29.0,Yes,46841.079999999994,40453.66,6387.419999999991,5.870445344129554,19.0
PO-00776,Beta_Supplies,2023-08-30,2023-09-11,mro,Delivered,1306,21.05,18.27,128.0,Yes,27491.3,23860.62,3630.6800000000003,9.80091883614089,12.0
PO-00777,Beta_Supplies,2023-12-09,2023-12-11,office supplies,Delivered,1988,105.2,93.23,187.0,Yes,209137.6,185341.24000000002,23796.359999999986,9.406438631790746,2.0
